views,likes,comments,watch_time_minutes,video_length_minutes,subscribers,ad_revenue_usd,year,month,day,category_Entertainment,category_Gaming,category_Lifestyle,category_Music,category_Tech,device_Mobile,device_TV,device_Tablet,country_CA,country_DE,country_IN,country_UK,country_US
10055,1804,0,31318.114900507484,27.813983074393825,369233,237.88742174927356,2025,3,18,0,0,0,0,0,0,0,1,0,1,0,0,0
10122,1549,374,60520.24228507411,25.770225379307384,655589,371.1157182564253,2025,3,22,0,0,0,1,0,0,1,0,0,0,0,0,1
9974,971,124,37183.61675416304,13.365547388515996,856473,246.09209869264168,2025,3,18,1,0,0,0,0,0,0,1,0,1,0,0,0
10025,600,211,47587.60170401311,8.53047799031206,182308,290.5265789383621,2024,8,3,1,0,0,0,0,0,0,1,0,0,0,1,0
10016,1746,145,40934.54994025799,3.7523255164978897,514476,277.67597596024893,2025,4,19,0,0,1,0,0,0,0,1,0,1,0,0,0
9952,612,295,51493.67422163035,28.667416849328035,138876,310.2115243172339,2024,8,13,0,1,0,0,0,1,0,0,0,0,0,0,1
9911,1593,0,51678.24203088404,13.560924401414542,366237,329.361640790931,2025,1,13,0,0,0,1,0,0,0,0,0,0,0,0,0
9884,1683,248,15486.133092995477,2.711714292489033,823275,157.69822896612524,2025,4,8,1,0,0,0,0,0,0,1,0,0,1,0,0
10017,925,316,31195.09308711504,24.94982346781476,632054,220.59239053329728,2024,9,14,1,0,0,0,0,0,0,0,0,0,0,0,1
10244,1009,468,25756.02719640261,24.886976735219807,286496,200.18869468815555,2024,8,8,0,0,0,1,0,0,1,0,0,0,0,0,0
9957,1979,135,53396.62839373573,20.69646880982824,838602,339.9542558387922,2024,7,24,0,0,0,1,0,0,1,0,0,0,0,0,1
9982,0,373,21282.41675363996,24.076236529080177,15176,170.53107505720226,2024,12,17,0,1,0,0,0,0,1,0,0,0,0,0,1
10108,1219,268,21868.32127231005,11.93690014104827,239808,181.32322646978997,2024,11,9,0,1,0,0,0,0,0,0,0,0,0,1,0
10038,702,175,27761.935133241328,9.50447225446612,156757,198.25986688676932,2025,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0
9939,1239,294,33465.05434784769,16.336529004753814,28647,235.9065001004502,2024,12,15,0,1,0,0,0,0,0,1,0,0,0,0,1
10132,1451,414,24890.407297070506,3.6546062762576783,947625,202.19282745814095,2025,2,6,0,1,0,0,0,0,0,1,0,0,0,1,0
9869,1195,81,0.0,19.40879526048067,196681,242.45626342051983,2024,11,2,0,0,0,1,0,0,1,0,0,0,0,0,1
10112,551,324,28626.037129052944,28.78945167844202,744855,202.68490095601143,2024,7,15,0,0,0,0,0,0,0,0,0,0,1,0,0
9826,1627,236,17236.407016956215,13.38010026232986,364843,164.479015077573,2025,3,15,0,0,1,0,0,0,0,0,0,1,0,0,0
9910,1428,223,55139.90364643903,20.188037392027148,557420,339.9703566329701,2025,4,21,0,0,0,0,0,0,0,1,0,1,0,0,0
9980,1983,493,0.0,23.80213472558075,652557,267.1215260408561,2025,5,12,0,0,0,1,0,0,0,0,0,1,0,0,0
10147,0,74,32421.269850919023,28.902445083701657,784742,226.8099727968632,2024,7,13,0,0,1,0,0,0,0,0,0,0,0,1,0
9786,1709,92,57776.10818933672,2.2835644850176293,377490,354.330851116443,2024,9,19,0,1,0,0,0,0,0,1,0,0,0,0,1
9986,1745,248,44200.383794776986,7.366203058887431,988673,294.6696643326912,2024,12,28,0,0,0,1,0,0,0,1,1,0,0,0,0
9904,384,412,58003.48224102788,29.98781768556908,840716,338.7443515198181,2025,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1
10045,1194,179,37305.65648266685,7.99805795370855,967641,251.8154811890558,2025,3,29,0,0,1,0,0,0,0,0,0,1,0,0,0
10002,666,412,53566.99445907895,27.4600139882598,488724,323.18582344442746,2024,8,29,0,0,0,0,1,0,0,1,0,0,0,0,1
9979,463,237,26730.085930084184,25.79670388571348,526996,190.0456024586123,2024,12,5,0,0,1,0,0,0,0,0,1,0,0,0,0
9930,1270,272,47073.0718604515,11.372416479903125,982451,300.1697768204364,2024,6,23,0,0,0,0,0,0,0,0,0,0,1,0,0
10066,1261,378,24746.86441141012,9.300602241511823,137899,197.2878618444068,2024,9,29,0,0,0,1,0,0,0,1,0,0,0,0,1
9824,1666,465,50853.76634840699,12.14793675102398,373940,327.56504471496527,2024,12,4,1,0,0,0,0,1,0,0,0,0,0,0,0
10020,1031,430,22877.214448797306,24.554419631324148,22439,185.1743036007937,2025,4,22,0,0,0,0,0,1,0,0,0,0,1,0,0
10014,1487,92,32416.959508077583,9.49455503955006,35570,232.1466172656824,2024,10,11,0,0,1,0,0,0,1,0,1,0,0,0,0
10047,298,163,32737.353250235858,14.900111470494764,543359,214.6136081022732,2025,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
10011,720,187,28664.201645650275,22.78849220681202,813988,202.88857450867644,2025,5,12,0,1,0,0,0,0,1,0,0,1,0,0,0
10006,1904,53,0.0,20.02994344951911,503835,335.044666292337,2024,10,3,0,0,0,0,0,0,1,0,1,0,0,0,0
9962,394,376,24173.407201130947,20.45307551755724,885872,179.1065873496017,2025,4,27,0,0,1,0,0,1,0,0,1,0,0,0,0
9899,1228,269,49002.88758399044,15.683076827436665,877141,308.33300886637784,2024,12,16,0,0,0,1,0,1,0,0,0,1,0,0,0
10021,1447,495,54905.68722889956,22.236884482461534,735564,344.4460081188425,2025,5,22,0,0,0,0,0,0,0,0,0,0,1,0,0
9971,786,425,38512.78716820631,12.577052689173456,419592,254.33662172016665,2025,3,24,1,0,0,0,0,0,0,1,0,0,0,1,0
10115,1173,171,46779.99773134051,23.37911542606169,348826,296.34889533854306,2024,10,24,1,0,0,0,0,1,0,0,1,0,0,0,0
9970,1137,121,58725.948559614095,10.760150206989575,962369,350.4348874544635,2025,4,28,0,1,0,0,0,0,1,0,0,0,0,0,0
10120,0,434,17832.03891908918,20.613875287627828,634544,161.46281170129498,2025,4,27,0,1,0,0,0,1,0,0,1,0,0,0,0
9982,1571,156,32152.275934379828,24.914585441778925,777257,233.2757526760533,2024,10,8,1,0,0,0,0,0,0,1,0,0,1,0,0
9904,245,208,17482.021978506596,5.578506671084799,330543,141.80921950202588,2024,9,28,0,0,1,0,0,0,0,0,0,1,0,0,0
9881,1261,236,57288.02413935788,11.459645926912165,248178,347.2997936893558,2024,12,10,0,1,0,0,0,0,0,1,0,0,1,0,0
9993,1391,429,31936.869171659237,23.71154605824013,435586,233.9159478941021,2025,5,8,0,0,1,0,0,0,0,0,0,0,0,1,0
10017,1976,294,34113.52335730624,16.586010482912958,657260,252.03721967760856,2024,11,16,0,0,0,1,0,1,0,0,0,0,0,1,0
9828,1564,342,27179.409598742342,13.802314535591226,892202,212.10513244257567,2024,6,12,0,0,0,0,0,0,0,1,0,1,0,0,0
10132,1090,0,52890.94982132996,13.865964802441962,980064,322.8587317137296,2024,12,19,0,0,0,1,0,0,0,1,0,0,0,1,0
9858,872,147,18674.62812256821,17.260436490476657,202081,156.92016703727742,2024,9,11,0,0,0,1,0,0,0,1,0,1,0,0,0
10029,847,490,55223.85783628721,14.375989903302044,551689,335.5893698071851,2024,6,29,0,0,0,0,0,1,0,0,0,0,1,0,0
9979,1522,414,52477.03793137292,7.589489635867478,276630,332.6740937324069,2025,2,11,0,0,0,1,0,0,0,1,0,0,1,0,0
10002,1302,360,52246.78344122867,16.193017090694227,299515,326.9990552350385,2025,2,6,0,0,0,0,0,1,0,0,0,1,0,0,0
10042,331,378,17486.476384819536,22.315747626821747,292636,146.94921638409028,2024,11,6,1,0,0,0,0,0,0,1,0,0,0,0,1
10056,2002,395,56479.33574578967,11.306372722078311,353432,359.86763924699176,2024,12,4,0,0,1,0,0,0,0,1,0,0,0,0,1
9886,1376,91,53799.09812641138,10.624920960060784,962669,330.36155891555194,2024,10,3,1,0,0,0,0,1,0,0,0,0,0,0,0
10087,781,238,16765.45892756101,9.907488306312814,335833,149.1125007532073,2024,10,19,0,0,0,0,1,1,0,0,0,0,0,0,1
9820,1654,261,18821.78148991881,3.956642380939392,93016,172.81579955627922,2024,6,24,0,0,0,1,0,0,0,1,0,0,0,1,0
10107,659,188,58362.43748026594,3.5212816711153736,416832,342.3709235540514,2025,5,6,0,0,1,0,0,0,0,1,0,0,1,0,0
9957,1629,202,49794.09282543544,8.598361480504353,238424,318.1059526678262,2024,12,31,0,0,0,0,0,1,0,0,0,0,0,0,0
9989,1538,353,39641.26266678901,11.699794249776938,355727,271.4380463542375,2025,2,15,0,0,0,1,0,0,1,0,0,0,1,0,0
9989,221,396,44836.74851626284,15.370183966627287,380388,274.03566294280967,2024,8,17,0,1,0,0,0,0,1,0,0,0,1,0,0
9951,1331,165,0.0,3.4061125884616748,260484,253.13894247931117,2024,7,14,0,0,0,0,1,0,1,0,0,0,0,0,0
10086,373,0,18319.06530344877,16.319624734308476,213979,148.85220069011604,2025,2,28,0,0,1,0,0,1,0,0,1,0,0,0,0
10147,536,439,39261.10862311986,12.128267917238436,389017,254.72542395099936,2025,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
9941,624,460,19875.89047843307,28.70728232327444,517767,164.13320179440814,2024,12,16,0,0,0,0,1,0,0,0,0,0,0,0,1
10026,536,237,32049.793747435386,17.914892966381988,613525,216.62511995615856,2024,12,10,0,0,1,0,0,0,0,1,1,0,0,0,0
9908,494,397,16071.309963418107,26.35414496311636,933241,142.70726924967403,2024,11,4,0,0,1,0,0,1,0,0,0,0,0,0,0
9909,258,182,29089.860721066147,19.69968950754073,628857,196.33740579779803,2024,8,27,0,1,0,0,0,0,0,1,1,0,0,0,0
10007,814,188,34074.84825876005,2.637888238832028,669416,230.00921790943133,2025,5,15,0,0,0,0,0,0,1,0,0,0,0,0,1
9870,1882,460,0.0,8.47404836662717,621610,349.3099957265608,2025,1,25,0,0,0,0,1,1,0,0,1,0,0,0,0
9929,1138,108,27133.94007407472,23.613703658545436,133296,201.07336192952576,2025,1,27,0,1,0,0,0,0,1,0,0,0,0,0,0
10001,289,348,54843.39071435488,23.75637038638416,401887,321.618606377071,2025,5,1,0,0,1,0,0,1,0,0,1,0,0,0,0
9878,1324,178,55684.394782454256,17.77582367052146,262674,339.809731452364,2025,1,20,0,0,0,0,1,0,0,1,0,1,0,0,0
10032,1118,0,43696.92196421696,13.40164376450241,475689,282.72177549011553,2024,12,31,0,1,0,0,0,0,1,0,1,0,0,0,0
10048,330,180,17923.754239190122,14.790572004141922,393983,145.62175768236975,2025,5,27,0,0,0,0,0,0,1,0,0,0,0,0,1
9924,0,160,20201.242463730967,28.857849905050973,530201,180.77212808180167,2025,3,20,0,1,0,0,0,0,0,0,0,1,0,0,0
10172,0,155,57156.055632349126,22.625592572243917,471921,331.1611817046412,2024,6,16,0,0,1,0,0,0,0,0,0,0,0,0,1
9958,1577,262,32066.097204171623,25.04908941225677,49242,234.66939400169275,2025,3,6,1,0,0,0,0,1,0,0,0,0,1,0,0
10000,939,169,19849.032114612062,15.453468454682431,632601,164.72648672355373,2025,1,27,0,1,0,0,0,0,1,0,0,1,0,0,0
10142,862,135,53456.68570838235,10.484975539130575,968754,322.0030483918571,2025,5,6,0,1,0,0,0,0,0,1,0,0,0,1,0
9819,610,400,20287.56614479379,17.189943612789307,730859,164.16652939270432,2024,8,27,1,0,0,0,0,0,0,0,0,1,0,0,0
10068,591,58,26032.017875450965,7.328201872902698,891196,186.3417057211528,2025,5,19,0,0,1,0,0,0,1,0,0,0,0,0,0
10191,223,466,57739.501880438176,19.078405275485185,960218,337.1561427950845,2025,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0
10117,708,153,34040.23828753818,8.616073434313478,773769,227.9957745252186,2025,5,27,0,0,0,0,0,0,0,0,1,0,0,0,0
9940,1951,94,57387.54625337854,3.81751382778293,40303,357.4950764913045,2024,11,2,0,1,0,0,0,0,0,1,1,0,0,0,0
9881,553,418,57983.039541913386,25.448425339357303,324373,341.5359212968657,2024,9,27,0,0,0,0,1,0,0,1,0,0,0,1,0
9933,1077,185,59367.605132707344,10.644989051876042,610533,353.3359651292408,2024,8,31,1,0,0,0,0,1,0,0,0,0,0,0,1
9797,785,220,38716.126788979,23.810702224900627,153852,250.8480706582969,2024,8,14,0,0,0,0,1,0,0,0,0,0,0,0,0
9992,1833,474,23322.97544933933,21.126673286665454,984551,201.67046877625972,2025,4,28,1,0,0,0,0,0,1,0,0,0,1,0,0
9805,1742,57,51796.58629314597,29.22751965683808,961356,326.20480455512984,2024,12,17,0,0,0,1,0,0,1,0,0,0,0,1,0
10073,1981,77,19791.846819530667,17.05081123455608,110950,181.1652279777592,2025,2,24,0,0,1,0,0,0,1,0,0,0,0,0,0
10082,485,114,44121.33428544542,17.938297137318976,674525,270.83801123657133,2024,10,21,0,0,0,0,1,1,0,0,0,0,0,1,0
10118,1518,176,40777.34306627797,10.296449395141616,143110,274.0803702312592,2024,11,11,0,0,0,0,1,0,0,0,0,0,0,0,0
9903,809,220,54144.268803356965,26.034214486801016,857036,324.549394765138,2025,1,30,0,0,0,0,1,0,0,0,0,0,1,0,0
10104,1532,392,28359.128815829503,26.581570737088004,434124,219.41440160002864,2024,6,30,1,0,0,0,0,0,1,0,0,0,0,0,0
9869,1687,280,39820.712003036126,21.088087607544832,740442,272.9650582633733,2024,11,14,0,0,0,1,0,1,0,0,0,0,1,0,0
10006,1305,81,20762.907076021143,2.581940752138238,224627,173.84432913072976,2024,9,8,0,1,0,0,0,0,1,0,0,0,0,0,1
9939,1802,439,27708.03356344929,5.845195396909315,778967,220.933465628934,2024,12,29,0,0,0,0,0,0,1,0,0,0,1,0,0
9773,321,277,22710.69982713129,2.529752063014149,518055,168.2696123701168,2024,11,22,0,1,0,0,0,0,1,0,0,1,0,0,0
10080,1652,465,35301.16376618844,21.28673136814244,548239,255.33498261950996,2024,11,5,0,0,0,0,1,0,1,0,0,0,1,0,0
9807,238,344,44200.55640500417,11.587383187578926,391752,269.48646367409987,2024,11,18,0,0,0,0,1,0,0,0,1,0,0,0,0
9917,1107,136,15563.386559724291,13.790440362423604,252161,146.40948778458844,2025,3,14,0,1,0,0,0,1,0,0,0,0,1,0,0
10103,1183,128,34050.93970824631,8.558705160120493,598556,235.70758978384487,2025,2,13,0,0,0,0,1,1,0,0,0,0,1,0,0
9996,1232,154,53909.65634804767,22.77146655917865,545178,330.06375729356006,2024,7,29,0,0,0,1,0,1,0,0,1,0,0,0,0
9911,1029,54,23414.17480152503,3.930329422634451,326833,180.64107033571048,2025,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0
9934,1465,368,52725.72301862391,5.440342881065603,939547,331.8417634768253,2025,3,15,1,0,0,0,0,0,0,0,0,1,0,0,0
10027,1551,224,26253.597643406112,2.919154439365745,829728,206.52568400929175,2025,4,3,0,0,0,0,1,1,0,0,0,0,1,0,0
10166,219,321,18014.91374824428,28.70266000024357,544846,147.1819793863851,2025,1,3,0,0,0,0,1,0,0,1,0,0,0,0,1
9970,1932,147,30155.140208863693,25.90834633962348,577760,229.8476083322108,2024,10,7,0,0,0,1,0,0,1,0,0,0,0,1,0
9980,763,154,17803.311908267016,18.037912142963496,96729,151.69487367275704,2025,5,13,1,0,0,0,0,0,1,0,1,0,0,0,0
10082,854,317,25380.77644137201,23.882438964173623,161921,192.3161481430745,2025,5,25,0,0,0,0,1,0,0,0,0,0,0,1,0
9875,473,429,34005.2986024975,16.60395088492853,304315,227.27481646460944,2024,12,16,1,0,0,0,0,0,0,0,0,0,0,0,0
10089,1719,380,45190.008455348776,14.514388784024511,357852,301.6938149288195,2024,6,13,0,0,0,0,0,0,0,1,0,0,0,0,0
9965,793,215,29591.615885483385,28.931787780076125,267130,208.7571465339524,2025,5,6,0,0,1,0,0,1,0,0,0,1,0,0,0
9993,655,231,0.0,25.419629573845597,412114,293.9698159941755,2024,10,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9916,1545,145,37077.06390280627,5.637507850222482,406388,255.51402329113571,2025,5,17,0,0,1,0,0,0,0,0,0,0,0,1,0
9924,1279,369,22719.500091586902,5.945788529299248,847598,187.14459078444452,2024,6,23,0,0,0,0,1,0,0,0,0,0,0,0,0
9865,1714,326,31876.370181811333,26.277675244681905,983919,236.7450104444762,2025,2,23,0,0,0,0,0,0,0,1,1,0,0,0,0
10149,965,58,26831.795503702728,14.222235146616416,98823,196.9623974773752,2024,10,9,0,0,0,1,0,0,1,0,0,0,0,1,0
10091,0,294,39728.79855068212,6.846252622170562,311702,272.8634433551083,2024,11,21,0,1,0,0,0,0,1,0,0,0,1,0,0
10076,682,456,24172.51664645008,22.34972300549483,538691,186.02131924635265,2025,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1
9912,611,167,39971.50714775771,2.0621982238689265,257678,253.46427237877307,2024,6,11,1,0,0,0,0,1,0,0,1,0,0,0,0
10094,1248,308,51984.07835362959,23.20696382196395,358772,324.4180195421124,2025,1,16,0,0,1,0,0,0,0,0,0,0,1,0,0
10071,1631,107,24421.031147425696,9.271656900214698,441771,197.47930913789705,2024,10,22,0,0,0,1,0,1,0,0,0,0,0,0,1
9875,1522,0,56638.855168922135,10.918974286245744,21226,349.3985814503248,2024,9,12,0,0,0,0,0,1,0,0,0,0,0,0,1
10010,1707,96,46636.24378540614,8.063123369279353,568974,303.01306566534555,2025,3,24,0,0,0,1,0,0,0,0,0,0,1,0,0
10041,1168,470,20282.54547295621,8.966759725211537,396987,176.09322374765372,2024,9,21,0,1,0,0,0,0,0,1,0,0,1,0,0
10020,850,432,27064.751781166648,20.93928261820751,9591,201.84006170209463,2025,2,10,0,0,0,1,0,1,0,0,0,0,1,0,0
9932,1076,0,40323.00884628936,2.226189576988825,983667,261.61934259089094,2025,5,14,0,0,0,0,1,0,1,0,0,0,0,0,1
10016,958,202,18839.09706923777,2.807282434244281,757126,160.94222052606318,2024,8,20,0,0,1,0,0,0,1,0,0,0,0,0,1
10035,1231,60,20504.67736966924,10.882723451017208,983724,171.14519889680372,2025,4,11,0,1,0,0,0,0,0,1,0,0,0,1,0
9936,1830,195,34536.77008361716,20.64574319970756,71982,249.39968832315836,2024,12,24,0,0,1,0,0,1,0,0,0,1,0,0,0
9998,1103,92,54345.41512701895,23.82166966878144,53736,328.845794102891,2025,1,22,0,0,1,0,0,0,0,1,1,0,0,0,0
10139,402,179,19067.89008782592,12.631375284897391,249222,152.71027474091582,2025,5,14,0,0,0,0,0,0,0,1,0,0,0,0,0
10210,1760,496,44353.22613225781,23.30229107714014,690235,301.07764667707954,2024,9,19,0,0,0,0,1,0,0,1,0,0,0,1,0
9869,1077,161,18533.47393617574,23.78092557416967,696053,160.076035064456,2024,7,7,0,0,0,0,0,0,1,0,0,1,0,0,0
9943,1233,279,38497.94628334831,13.078441959647572,175081,259.29415587401064,2024,8,18,1,0,0,0,0,0,0,0,1,0,0,0,0
9996,1293,104,30216.040364131022,24.669382290022284,856219,218.54842024286836,2025,2,27,0,0,1,0,0,0,1,0,1,0,0,0,0
9868,677,250,17316.499642814004,20.794680638029615,865002,148.98808938195577,2025,2,14,0,0,0,1,0,1,0,0,1,0,0,0,0
9820,644,165,21725.084148334543,8.495738073081098,304036,167.49431189230995,2024,10,16,1,0,0,0,0,1,0,0,0,0,0,1,0
10027,1857,362,22762.98438116589,24.706414803009316,434172,197.7002476596275,2024,6,17,0,0,0,0,0,0,1,0,0,1,0,0,0
9937,996,147,50358.73886464328,25.755758039485464,664327,308.83889032853364,2024,11,19,0,0,0,0,0,1,0,0,0,0,0,1,0
10126,724,394,37093.45144277348,15.90082093331025,18659,246.85429995806385,2024,9,15,0,0,0,1,0,1,0,0,0,0,0,0,1
9947,286,238,44554.921133069096,22.829699718445543,72219,270.88971741904726,2024,9,19,0,1,0,0,0,0,0,0,0,1,0,0,0
10024,1630,464,0.0,2.0729827026658887,166801,185.62675517530795,2024,6,22,0,1,0,0,0,1,0,0,0,0,0,0,1
10068,1891,374,37542.21828870392,6.450238156882854,775844,268.38171754782167,2024,7,14,1,0,0,0,0,0,0,1,0,0,0,1,0
10140,946,498,54918.5643420879,27.095760246768627,426524,336.5674530574933,2025,3,23,0,0,0,0,0,0,0,1,0,0,1,0,0
10172,599,223,23838.09219687966,3.8059284666172353,267025,179.51365765337314,2024,7,27,0,0,0,0,0,0,0,1,0,1,0,0,0
10006,1648,275,18023.088132802208,11.87582599520605,91146,170.15696314897664,2025,2,20,1,0,0,0,0,0,1,0,0,0,0,0,1
9964,1746,297,41786.46989499743,4.343792913007223,59027,284.0339200935822,2024,6,27,0,0,1,0,0,0,0,1,0,0,0,0,1
10050,1533,149,53736.49386792049,5.500033478793141,100122,334.6161941045705,2024,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0
10126,1059,118,52687.03656995876,3.964263344264388,782365,321.384867192337,2025,1,7,0,0,0,0,1,0,1,0,0,0,0,1,0
10010,778,279,52839.07115483912,11.335685349404953,997598,319.43475180095294,2025,1,23,0,0,0,0,0,0,0,1,0,0,1,0,0
9866,972,141,28433.302051206672,29.26292022226031,517175,204.58507771536,2024,10,7,1,0,0,0,0,0,1,0,0,0,0,0,1
9931,217,196,38292.51350470197,2.4832703601538446,929461,239.3742108244618,2025,2,5,0,0,0,0,1,0,1,0,0,0,0,0,0
10027,1298,0,20768.90172627222,24.718626091348245,907341,180.35851707704356,2024,11,13,0,0,1,0,0,0,0,0,1,0,0,0,0
9833,354,426,34258.748753578504,21.61398667164924,873701,226.15402275801,2024,7,24,0,0,0,0,0,1,0,0,0,0,0,1,0
10048,1631,215,23811.392510251317,27.974240249424213,90306,196.34154103936487,2024,9,5,0,0,0,1,0,1,0,0,1,0,0,0,0
9950,1911,110,36006.42809118316,27.942213792104567,794888,256.3326395293068,2025,4,28,0,0,0,0,0,1,0,0,0,1,0,0,0
9979,0,337,27245.72036577436,16.549834933742297,844645,209.2858099444107,2024,11,3,1,0,0,0,0,0,0,0,0,0,0,0,1
9789,938,75,54336.98786115694,2.2265575957144503,762472,324.58899319731904,2025,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0
9968,1124,427,37251.50180756365,12.703323489559416,37350,254.21831548583995,2024,7,12,1,0,0,0,0,0,1,0,0,0,0,0,1
10044,1165,240,44249.5963380726,27.1990134394,847612,285.0977182720273,2025,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0
10041,1829,485,29007.72198225534,8.903576026390654,669628,228.8470298574356,2025,2,16,0,0,1,0,0,0,1,0,0,0,0,0,1
9966,1085,416,20395.206221770903,27.51905467758472,515159,173.87892012650732,2024,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0
10155,0,125,56395.10206680874,5.091781940372924,768067,349.1411261757604,2025,1,8,0,1,0,0,0,0,0,1,0,0,1,0,0
10041,548,442,25682.272133778588,5.77780561675795,21296,190.41302346309865,2025,3,9,0,0,1,0,0,0,1,0,0,0,1,0,0
9979,1712,126,38584.721073057626,15.28677375667727,592474,265.49390971226825,2025,1,22,0,0,0,0,0,0,0,1,0,0,0,1,0
10052,978,169,40379.445911431285,10.432783238096402,27051,262.45910225464195,2025,3,30,1,0,0,0,0,0,1,0,0,0,0,1,0
10055,1654,302,0.0,23.318618695003572,150417,368.3869399700345,2025,1,25,0,1,0,0,0,0,0,1,0,0,0,1,0
9986,267,452,44439.08833445677,29.29787662870405,507010,273.898358582151,2024,12,15,0,0,0,0,1,0,0,1,0,0,0,0,1
10048,295,351,0.0,29.49212658562833,961713,146.40015766515842,2025,1,24,0,0,1,0,0,0,0,1,0,0,0,0,0
9965,1261,68,25377.22712541838,28.538063558704877,105736,194.40540044416665,2024,8,17,0,0,0,0,0,1,0,0,0,0,0,0,1
9935,1527,51,38635.611623458826,26.65988171286608,771419,261.0358661387816,2025,2,21,0,0,0,0,0,1,0,0,0,1,0,0,0
10018,859,393,30102.157090862896,13.946986798884414,14314,215.6339760521004,2025,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0
10101,1310,151,27310.513065997464,28.554316331015784,836773,206.4972899435027,2024,8,4,0,0,0,1,0,0,0,1,0,0,1,0,0
10143,405,146,59706.01128697049,3.1071186905674173,904804,343.8053680740907,2024,8,12,0,0,1,0,0,1,0,0,1,0,0,0,0
10136,1725,490,22713.2210327018,11.042139451726875,884891,197.96482000868315,2024,9,7,0,0,0,1,0,0,0,1,0,0,0,1,0
9913,1313,359,44638.45846699004,21.536413235756108,729728,290.837484228301,2024,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0
10178,621,340,0.0,6.369149133049712,94789,174.01441091436607,2025,4,30,0,0,0,0,1,0,1,0,0,0,0,1,0
10016,268,128,16417.827339306357,23.89438278384328,678873,136.3959208444127,2025,4,7,1,0,0,0,0,0,0,1,0,1,0,0,0
10074,573,322,39134.529536679845,15.001853548580918,320082,252.3733154573385,2024,11,26,0,0,0,0,0,0,1,0,1,0,0,0,0
9929,517,456,16922.531453134518,3.3050468804395408,252470,148.23916447537377,2024,12,30,0,0,0,0,0,0,1,0,1,0,0,0,0
9999,466,72,48278.99411771542,28.011243095976933,3405,288.9585557467304,2024,10,20,0,0,0,0,0,1,0,0,0,1,0,0,0
10036,760,344,30502.655723062293,10.85945498752811,542301,215.072200078416,2024,11,18,0,0,1,0,0,0,1,0,0,0,1,0,0
10015,641,417,31729.844457253723,3.764599095960255,897089,219.95778869188632,2024,10,14,0,0,0,1,0,0,0,0,0,0,0,1,0
9870,1837,154,46101.97711392128,11.669047672325542,524394,302.9960135873076,2024,6,16,0,1,0,0,0,0,0,1,0,1,0,0,0
10281,1823,0,52101.5892344659,29.617201111478582,517261,336.0869101309005,2025,3,15,0,1,0,0,0,0,0,0,0,0,1,0,0
9814,255,409,50495.80049433638,13.80050817744593,814120,300.6114521817708,2025,2,15,0,0,1,0,0,0,1,0,0,0,0,1,0
9914,1315,353,32000.915741502064,6.385017350578741,899709,231.19379913518827,2024,10,13,0,0,0,0,1,1,0,0,1,0,0,0,0
9976,872,83,55795.64997531701,15.569007699182954,331076,331.4433848418063,2025,5,16,1,0,0,0,0,0,0,1,0,1,0,0,0
10056,1314,105,36067.08928451048,3.5346310251574047,989299,246.824144470966,2025,5,28,0,0,0,0,1,0,0,0,0,0,1,0,0
10057,0,336,41939.42640864938,14.970714334827631,633262,276.6974914972008,2024,11,3,0,0,0,1,0,1,0,0,1,0,0,0,0
10038,1091,118,44750.99190511206,26.361970309319357,546214,284.06158215489097,2025,2,14,0,0,0,1,0,0,0,1,1,0,0,0,0
10143,0,154,34961.35411878279,8.028323190274536,382495,250.45184869218832,2024,12,10,0,0,1,0,0,0,0,0,0,0,0,0,1
9937,460,344,16574.995326206605,24.50880430207686,626232,143.73771361207918,2024,8,17,0,0,0,0,0,0,0,1,0,1,0,0,0
9721,1138,474,41912.05248983396,19.99657384340216,790978,275.95210937404335,2025,5,9,0,1,0,0,0,0,0,1,1,0,0,0,0
9935,1356,438,30042.50251732664,23.425267579324256,408469,224.23581475750692,2024,12,1,0,0,0,1,0,0,0,1,1,0,0,0,0
9995,1246,289,47318.2924022734,28.697242460191543,11835,301.5442418949244,2024,9,29,0,0,0,0,1,0,0,0,1,0,0,0,0
10024,669,250,48392.20473666136,26.287096867247477,869405,296.1709322978682,2024,9,22,0,0,0,0,0,1,0,0,0,0,0,0,0
10022,1282,466,31346.537222545147,28.47040791258595,645020,230.0464188902345,2025,3,12,0,0,0,0,0,0,0,1,1,0,0,0,0
10101,920,387,43514.39498549882,3.2484425233575687,755635,280.24421714192675,2025,1,25,0,0,0,0,0,0,0,1,1,0,0,0,0
9922,272,442,22896.593359248007,29.28033767581692,220547,171.91609548685884,2025,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
9930,566,72,55244.412852205285,4.36813819721081,441441,323.156489001413,2025,1,23,0,0,1,0,0,0,0,1,1,0,0,0,0
