video_id,date,views,likes,comments,watch_time_minutes,video_length_minutes,subscribers,category,device,country,ad_revenue_usd
vid_4123,2025-02-07 10:50:40.993199,9970,515.0,70.0,17953.48163977992,11.3260727778956,30594,Music,TV,DE,146.64454933878014
vid_3133,2025-05-19 10:50:40.993199,10077,247.0,311.0,29598.417602751866,6.7434759909731055,939039,Education,Mobile,AU,201.63846896057885
vid_4372,2024-10-21 10:50:40.993199,10178,1794.0,290.0,57510.96743982936,11.496748804471526,56302,Lifestyle,Mobile,IN,359.9873303584875
vid_2550,2024-11-03 10:50:40.993199,10008,1122.0,436.0,21183.7539730226,11.882238308943386,92057,Tech,Tablet,DE,178.79507222236433
vid_1220,2025-05-08 10:50:40.993199,10142,927.0,281.0,58416.51583386037,4.859184668604274,784202,Tech,Desktop,IN,349.0128758148441
vid_2182,2025-06-04 10:50:40.993199,9913,1462.0,254.0,15533.012363723328,4.330764611744121,195023,Entertainment,Mobile,CA,154.37506361568538
vid_2751,2025-03-20 10:50:40.993199,9957,495.0,259.0,17160.158506479773,20.089137732554256,407683,Lifestyle,TV,IN,145.74132654962057
vid_4993,2024-07-06 10:50:40.993199,10065,1349.0,363.0,46356.75815958733,22.718362536746618,355423,Gaming,Tablet,AU,300.4179432685982
vid_3088,2025-01-01 10:50:40.993199,9827,362.0,458.0,18560.951721733938,21.801515980768414,595253,Music,TV,DE,152.80243029973232
vid_2215,2024-10-24 10:50:40.993199,9979,735.0,343.0,29924.501729231633,19.362612563841836,662551,Gaming,Tablet,CA,211.60260888422587
vid_449,2024-12-14 10:50:40.993199,10129,720.0,169.0,28498.231345987955,20.48510743513528,365787,Music,Mobile,AU,202.4115556453045
vid_1377,2024-11-10 10:50:40.993199,10079,,455.0,57941.34810452536,22.893256366876955,161302,Entertainment,TV,CA,359.90212268492104
vid_4136,2024-12-22 10:50:40.993199,9933,377.0,171.0,50581.787453515,11.700409532909918,923905,Lifestyle,Desktop,US,299.64314467328234
vid_2885,2024-10-10 10:50:40.993199,10191,1708.0,105.0,53187.18485671313,29.39739513139772,973751,Music,Mobile,DE,335.01266573950846
vid_1352,2025-05-13 10:50:40.993199,9928,1203.0,277.0,32374.862877851403,9.651020444057021,295149,Music,Tablet,CA,229.79850952320052
vid_887,2025-03-11 10:50:40.993199,9939,1387.0,245.0,24017.35517570058,27.602305818380596,733016,Gaming,Tablet,US,193.0665331437104
vid_4891,2024-11-16 10:50:40.993199,10070,1406.0,429.0,52478.10672534889,6.468138265969619,224458,Tech,TV,DE,331.41735578384294
vid_321,2024-12-08 10:50:40.993199,10114,2020.0,400.0,53223.22253778385,13.139655014311918,843702,Music,Desktop,IN,345.2140892506157
vid_3131,2024-11-13 10:50:40.993199,9959,698.0,91.0,54076.0632552599,9.100306978352982,362638,Education,Desktop,UK,320.39465473468
vid_3643,2025-06-04 10:50:40.993199,10021,1128.0,130.0,17520.431748321735,26.36093992536227,215159,Entertainment,Desktop,CA,156.43573831138468
vid_1988,2025-02-10 10:50:40.993199,9940,,468.0,35691.78040753828,24.42174696837522,536729,Lifestyle,TV,IN,240.06755695409262
vid_2064,2025-04-27 10:50:40.993199,9903,1875.0,,51882.488939284536,16.641190185221433,83905,Education,Tablet,DE,331.3828775304
vid_1575,2024-09-17 10:50:40.993199,9970,1901.0,388.0,15090.26178175392,12.690866841245677,276992,Education,Mobile,UK,162.43304546575885
vid_4836,2025-01-23 10:50:40.993199,9848,1267.0,490.0,45346.948304089565,23.939156818620056,188721,Lifestyle,TV,DE,295.2999342416343
vid_237,2024-07-27 10:50:40.993199,10039,1426.0,159.0,46986.4037263158,8.901743281885377,905215,Music,Mobile,AU,301.0681657984203
vid_2830,2024-06-21 10:50:40.993199,9835,1652.0,,26824.129819346763,8.89349310886759,468159,Entertainment,Mobile,AU,213.30253912584138
vid_842,2025-02-14 10:50:40.993199,9772,1922.0,296.0,42944.79591334333,20.29934906303798,288468,Entertainment,TV,IN,291.50228062487867
vid_2122,2024-10-28 10:50:40.993199,10023,541.0,381.0,22535.519513444124,13.522462770115222,325141,Education,TV,AU,174.31501893050967
vid_1319,2024-10-12 10:50:40.993199,9938,,448.0,50973.13166075995,8.122740679845853,337153,Music,Tablet,UK,309.0938252269844
vid_3515,2024-11-11 10:50:40.993199,9973,1947.0,309.0,45013.37015332932,21.659121231469754,241714,Gaming,Tablet,UK,302.9550560701608
vid_4766,2025-01-20 10:50:40.993199,10158,1513.0,220.0,25782.512830805765,29.02616269215874,82587,Tech,Tablet,US,204.26543054279114
vid_3502,2025-04-29 10:50:40.993199,9987,1435.0,480.0,18140.954484487458,16.29719710520815,256114,Music,TV,DE,170.47615198350658
vid_3149,2024-06-17 10:50:40.993199,10224,1231.0,395.0,51423.8440396003,15.956813649151364,233781,Gaming,Tablet,US,323.65724063398477
vid_1791,2025-04-26 10:50:40.993199,10019,625.0,63.0,23198.11914136239,19.16177691493391,148731,Entertainment,TV,US,173.39618650899246
vid_2174,2024-07-23 10:50:40.993199,9922,267.0,88.0,35220.90996008143,13.95618108495266,623143,Entertainment,Tablet,UK,223.84926635075755
vid_185,2025-03-01 10:50:40.993199,9901,247.0,339.0,32834.62436414611,19.888849179941936,276134,Tech,Tablet,AU,216.45989789370816
vid_4165,2025-02-02 10:50:40.993199,10073,1927.0,109.0,22516.210236404288,22.088196679540236,585817,Lifestyle,TV,CA,193.6312147593524
vid_516,2024-12-25 10:50:40.993199,9783,811.0,483.0,44906.518020776595,10.935502506362486,485907,Music,Mobile,DE,284.9270902988467
vid_1384,2025-02-04 10:50:40.993199,9888,1297.0,397.0,25590.834422275162,12.616830394562186,313988,Lifestyle,TV,UK,201.28464298984608
vid_4546,2024-12-05 10:50:40.993199,10181,1350.0,329.0,31668.774462910533,12.115311020845695,932550,Tech,Desktop,DE,231.20814304046561
vid_4270,2025-03-09 10:50:40.993199,10153,1532.0,115.0,19397.479633398812,8.54025862940232,579971,Entertainment,Mobile,UK,172.65879945838608
vid_4397,2025-06-03 10:50:40.993199,9859,561.0,74.0,,11.736963801401693,532034,Tech,Tablet,IN,222.82956127193052
vid_2773,2025-02-09 10:50:40.993199,9967,588.0,260.0,19721.375648143403,26.196882246128965,613308,Gaming,Desktop,DE,159.48399119192612
vid_2702,2024-09-08 10:50:40.993199,9876,684.0,435.0,16102.707921860127,26.929468221496478,126967,Entertainment,TV,AU,146.60727979061346
vid_592,2024-08-20 10:50:40.993199,10121,413.0,227.0,41235.992037841585,29.622580421204475,863600,Tech,Desktop,UK,258.1428490355441
vid_596,2024-06-25 10:50:40.993199,9938,1984.0,92.0,59389.52525763733,20.24484952751394,637163,Entertainment,Mobile,DE,367.4558650709178
vid_1664,2024-06-17 10:50:40.993199,10006,1676.0,130.0,52626.79342696273,8.893952129027715,861042,Music,Mobile,IN,331.28644617336204
vid_3670,2025-05-13 10:50:40.993199,10117,677.0,476.0,48845.30848762459,28.94925344671675,782024,Lifestyle,Mobile,IN,302.8135130860579
vid_3165,2025-04-28 10:50:40.993199,10054,1493.0,306.0,39881.830855374195,8.839717156969865,237964,Tech,Mobile,AU,271.32965279860235
vid_298,2024-09-12 10:50:40.993199,9822,772.0,344.0,58410.28413774885,15.666764086953982,683769,Gaming,TV,UK,345.7349340813214
vid_2143,2025-06-06 10:50:40.993199,10170,219.0,463.0,38323.1912833016,10.296556227585128,125236,Education,Desktop,UK,245.387524006442
vid_2280,2024-07-18 10:50:40.993199,9999,471.0,376.0,57733.16472534451,15.449573806523254,222550,Education,TV,UK,338.8414722519678
vid_1988,2024-08-06 10:50:40.993199,10265,1674.0,345.0,58437.89033313992,18.92323770335781,130332,Education,Mobile,US,363.6934677053772
vid_4356,2025-02-24 10:50:40.993199,9931,656.0,84.0,29735.68863012765,6.427067422231028,933693,Tech,Tablet,CA,204.65301885184084
vid_2885,2024-11-20 10:50:40.993199,9837,1441.0,90.0,21846.886037476394,9.468641596782224,767468,Tech,Tablet,IN,180.56639628056732
vid_67,2024-09-15 10:50:40.993199,9914,1971.0,214.0,51702.18996608737,10.305782353351525,693299,Tech,Desktop,AU,332.96202052790295
vid_2796,2024-12-18 10:50:40.993199,9961,234.0,232.0,41034.82196955657,28.465213328333625,877115,Tech,Desktop,DE,253.37016338775175
vid_2848,2025-01-07 10:50:40.993199,9920,216.0,426.0,59005.68052610055,19.90919620952807,72008,Gaming,Desktop,US,340.90576512797213
vid_53,2024-12-25 10:50:40.993199,10029,1079.0,425.0,37131.72316663419,8.006215821079333,951084,Education,Desktop,AU,253.16364322657904
vid_2170,2024-11-03 10:50:40.993199,9910,1420.0,274.0,55963.89546424572,17.82521314099382,469019,Music,TV,US,344.59415160594875
vid_3161,2024-09-12 10:50:40.993199,10142,381.0,70.0,59677.84316334979,27.163170332450914,159823,Entertainment,Tablet,UK,341.948622828064
vid_3251,2025-04-11 10:50:40.993199,9845,1750.0,328.0,43387.59544657705,15.537906538062636,659959,Entertainment,TV,AU,291.56400419326854
vid_139,2025-04-02 10:50:40.993199,9990,1252.0,238.0,53474.42978148159,5.542022813285902,63990,Entertainment,Mobile,UK,329.7680883971098
vid_1017,2024-08-28 10:50:40.993199,10169,274.0,265.0,45470.91169434357,11.771451537758526,986482,Lifestyle,Tablet,US,276.62270513864064
vid_2220,2025-04-30 10:50:40.993199,10068,390.0,473.0,15958.234599414562,21.680737732007138,561971,Education,Tablet,AU,142.52658843198265
vid_4665,2024-09-05 10:50:40.993199,9884,1931.0,152.0,57052.89557829737,20.97989177433493,159797,Tech,Tablet,UK,356.27869132106554
vid_2172,2024-07-18 10:50:40.993199,10033,1021.0,80.0,41507.282963552425,11.797646043225555,794943,Entertainment,Mobile,US,266.88671460425786
vid_4711,2025-05-24 10:50:40.993199,10130,1547.0,374.0,56553.10960345721,2.844869424955435,70962,Education,Desktop,DE,352.41983812438684
vid_4671,2025-03-11 10:50:40.993199,10089,240.0,217.0,53507.9499229272,9.381518311039805,664664,Music,Mobile,IN,312.68741429237207
vid_1954,2025-06-07 10:50:40.993199,10043,1669.0,450.0,33208.360767791855,22.974284796248572,489350,Entertainment,TV,UK,245.30997837653166
vid_1802,2024-10-04 10:50:40.993199,10031,1004.0,493.0,20131.318319448255,10.070253664320607,285853,Lifestyle,Desktop,UK,172.90473733335904
vid_2795,2025-04-14 10:50:40.993199,10099,257.0,396.0,57341.412243859224,12.329806997898103,878013,Entertainment,Tablet,CA,334.181234158809
vid_4198,2024-07-30 10:50:40.993199,10048,608.0,424.0,17949.765545882325,29.154280541608742,618727,Music,Desktop,US,154.7161868121115
vid_3851,2025-01-26 10:50:40.993199,10078,320.0,312.0,44542.64803644098,15.989640447400275,144873,Music,TV,DE,273.37065100129973
vid_4086,2025-01-14 10:50:40.993199,10192,1327.0,379.0,39828.977298969316,10.678129719400147,578630,Education,Desktop,CA,270.20108329591966
vid_3643,2025-05-25 10:50:40.993199,9885,1613.0,165.0,54589.20971381146,3.0811695946644755,260240,Education,Mobile,AU,339.4266243546113
vid_1968,2024-08-05 10:50:40.993199,10006,1734.0,310.0,24767.622433568016,8.11347650328422,924798,Education,TV,US,204.03398037695504
vid_3968,2025-01-11 10:50:40.993199,10022,505.0,143.0,28169.268169990937,27.381469235574947,384041,Music,Desktop,IN,196.16098305859492
vid_1535,2024-06-26 10:50:40.993199,9913,1743.0,209.0,20375.832898780067,9.894612302463475,546582,Gaming,TV,IN,181.26292895711333
vid_2755,2025-05-07 10:50:40.993199,9839,1424.0,337.0,28172.146268080454,25.571087804058457,327141,Entertainment,TV,UK,214.35057313125054
vid_3398,2024-09-19 10:50:40.993199,10124,892.0,97.0,43549.18755176562,15.865338110096463,823991,Lifestyle,TV,UK,275.0625089478446
vid_4236,2025-02-16 10:50:40.993199,9937,1397.0,479.0,34224.78157642963,26.613081405125985,439617,Music,Mobile,CA,245.37310227607813
vid_133,2025-03-11 10:50:40.993199,9886,1847.0,222.0,35331.65604954843,17.550231865615526,696191,Lifestyle,Desktop,AU,253.6429304198778
vid_2228,2024-12-25 10:50:40.993199,10082,627.0,443.0,42931.42653107471,8.380280539933,433860,Entertainment,Tablet,IN,273.32339160301115
vid_939,2025-02-20 10:50:40.993199,10024,1695.0,219.0,59201.938909739096,17.60557019895372,219816,Music,TV,US,364.23522526998363
vid_4800,2024-07-17 10:50:40.993199,10016,995.0,251.0,35318.04912343581,21.32078954189804,16051,Gaming,Desktop,UK,240.1109402388154
vid_4820,2024-11-19 10:50:40.993199,10011,818.0,255.0,55859.95588301608,4.2683910849779645,547725,Tech,Tablet,DE,333.9570286644483
vid_2348,2025-05-06 10:50:40.993199,10115,1701.0,280.0,19905.519658771962,10.689991208221633,831377,Tech,Desktop,IN,180.59655301484244
vid_3460,2025-05-13 10:50:40.993199,10001,1194.0,358.0,27493.3681150426,13.449216435208363,912894,Music,TV,CA,208.40237635207785
vid_3704,2025-02-04 10:50:40.993199,10131,1803.0,241.0,35819.41905622736,12.623192892224562,200103,Education,Mobile,AU,256.78936900248533
vid_1495,2025-03-29 10:50:40.993199,9892,1595.0,403.0,19263.363437352684,27.90162182704513,637886,Gaming,TV,US,176.69935194099878
vid_1632,2024-12-09 10:50:40.993199,10054,403.0,303.0,25948.235723097358,8.031886824116295,475867,Music,Tablet,DE,186.85344535283318
vid_1514,2025-02-26 10:50:40.993199,9933,1468.0,355.0,49823.2915810605,3.9615378817623808,429197,Gaming,Mobile,AU,317.9810629919988
vid_2064,2024-06-12 10:50:40.993199,10107,1883.0,123.0,44325.57322849295,13.157253043024113,410365,Gaming,TV,DE,296.1137675208111
vid_2132,2025-01-19 10:50:40.993199,9904,814.0,312.0,28518.991914664763,20.540313578735535,601774,Tech,TV,US,205.41049614884463
vid_2562,2024-12-01 10:50:40.993199,10146,988.0,287.0,45571.87642230241,28.964285388803955,138342,Gaming,Mobile,UK,289.6287591980031
vid_1505,2024-11-09 10:50:40.993199,9925,1724.0,149.0,58291.65571749915,28.675079208085826,843199,Tech,Desktop,DE,358.7231523282221
vid_2150,2024-12-02 10:50:40.993199,9909,778.0,152.0,25438.147052239172,12.646379972974147,125356,Entertainment,TV,UK,187.54307403876282
vid_1544,2024-12-22 10:50:40.993199,10138,1459.0,74.0,45509.376949429556,6.653996437394014,408174,Entertainment,Tablet,UK,293.72675695025
vid_3731,2024-07-06 10:50:40.993199,10010,1550.0,196.0,28366.881896286577,21.71342479030061,127842,Education,Tablet,CA,215.90182812189016
vid_316,2024-07-08 10:50:40.993199,10040,1017.0,150.0,24087.85001430687,15.01917741289473,977521,Entertainment,Desktop,AU,185.9330144557188
vid_2444,2024-07-15 10:50:40.993199,10101,1214.0,195.0,48412.6138823971,23.807662350323213,84446,Gaming,Tablet,CA,305.09015482973643
vid_2698,2024-11-18 10:50:40.993199,9967,1492.0,491.0,,6.647705784169892,154758,Entertainment,Mobile,DE,240.43628896104616
vid_3010,2024-12-26 10:50:40.993199,10047,620.0,279.0,54337.53231850364,10.049084030607432,962540,Music,Tablet,IN,323.9764833009257
vid_2589,2025-03-16 10:50:40.993199,9809,1613.0,221.0,43154.223958594404,5.780098849676647,650300,Entertainment,Mobile,US,286.08247787846676
vid_4637,2024-07-07 10:50:40.993199,9961,1646.0,218.0,46524.67449347783,9.922959644937201,214100,Tech,Tablet,DE,303.28018748925734
vid_3546,2024-12-04 10:50:40.993199,9908,1404.0,80.0,20314.37561371518,14.846027331530456,160994,Lifestyle,TV,UK,172.90345355626067
vid_3283,2024-12-24 10:50:40.993199,10105,657.0,457.0,49974.81045988552,5.181972570248376,957471,Lifestyle,Mobile,DE,307.40575897831536
vid_4017,2024-10-04 10:50:40.993199,9907,201.0,149.0,46120.969889234475,2.4832047015770673,811913,Lifestyle,Desktop,AU,275.07389513549884
vid_3257,2025-05-08 10:50:40.993199,10060,1888.0,345.0,52950.04875602377,16.52264053560412,291770,Tech,TV,CA,340.4308056078058
vid_1266,2024-06-25 10:50:40.993199,10038,1481.0,168.0,31004.675305608733,13.034290866349384,438671,Tech,Tablet,AU,226.81651709704227
vid_2283,2024-09-20 10:50:40.993199,10112,1180.0,229.0,42155.86694229244,13.529956638680819,175664,Music,Desktop,DE,275.64981246807577
vid_1844,2025-04-24 10:50:40.993199,9992,,411.0,35507.05232166689,29.893182702464962,85760,Education,TV,UK,235.70356008787763
vid_1226,2024-08-07 10:50:40.993199,10109,244.0,174.0,26427.77878068263,25.789464534818425,676854,Education,Mobile,US,184.45088236407648
vid_2726,2025-05-30 10:50:40.993199,10018,1307.0,489.0,,23.625117223352564,197695,Entertainment,TV,US,213.07981081282125
vid_4098,2024-11-09 10:50:40.993199,9872,1012.0,431.0,43673.07663455461,17.203442680240038,677834,Music,TV,US,282.1366273462535
vid_2722,2024-11-06 10:50:40.993199,9846,438.0,165.0,36144.86432023129,4.301952990027241,584577,Gaming,Desktop,DE,232.07175564585793
vid_1971,2025-03-17 10:50:40.993199,9986,809.0,325.0,59092.25247691565,28.27367951640305,206031,Gaming,Tablet,DE,350.11397494629745
vid_945,2025-03-08 10:50:40.993199,9947,1656.0,471.0,15994.828440196403,17.26649076132702,930179,Education,TV,DE,163.79346714031092
vid_3415,2025-02-03 10:50:40.993199,9751,753.0,,42516.27972962741,17.022692282678527,335548,Gaming,TV,UK,270.89620382043495
vid_2336,2024-09-15 10:50:40.993199,9897,1035.0,132.0,23285.886413877146,15.317400758002618,844623,Lifestyle,TV,UK,181.4070422450247
vid_1549,2024-08-21 10:50:40.993199,9821,897.0,162.0,44400.85476137763,26.87266257714642,78959,Music,Mobile,AU,278.70208996725717
vid_423,2024-11-16 10:50:40.993199,10145,1807.0,292.0,,26.710202437925517,620513,Lifestyle,Tablet,CA,306.41532880016547
vid_3248,2024-08-30 10:50:40.993199,10145,1445.0,410.0,46443.029644719725,10.93477385243996,40126,Lifestyle,Mobile,DE,303.6992960833264
vid_762,2025-04-23 10:50:40.993199,9888,1920.0,98.0,41317.399130338934,17.763591752711143,562377,Gaming,Tablet,UK,280.9967955600846
vid_2355,2025-04-08 10:50:40.993199,9868,1936.0,272.0,46073.99226697533,4.733761804265368,149561,Lifestyle,Mobile,UK,306.5833126891504
vid_3837,2024-07-17 10:50:40.993199,9972,1117.0,436.0,23961.193728523915,5.103954026508214,338985,Education,Mobile,UK,191.61590013608412
vid_4272,2024-10-17 10:50:40.993199,9954,,303.0,43902.512981747765,9.886891436433448,812156,Lifestyle,TV,UK,296.6563911043505
vid_2234,2024-09-27 10:50:40.993199,9932,1166.0,380.0,26233.094313231493,24.050172884108257,974361,Lifestyle,Mobile,AU,201.99812931515757
vid_112,2024-08-11 10:50:40.993199,10019,957.0,450.0,16333.16727426661,17.860080394235446,918349,Entertainment,Tablet,IN,153.38883229319202
vid_1952,2024-08-24 10:50:40.993199,10066,1779.0,268.0,29533.16761752502,20.054041156435833,741171,Entertainment,TV,UK,226.86549881622028
vid_1887,2025-01-15 10:50:40.993199,10107,727.0,101.0,36861.10809793654,18.043943682947255,686235,Gaming,Desktop,CA,240.67557933686606
vid_3323,2025-02-22 10:50:40.993199,10011,901.0,252.0,44458.777889673336,26.905673385708155,197280,Entertainment,Mobile,US,281.5807564130393
vid_3030,2024-08-28 10:50:40.993199,10072,798.0,219.0,23243.572442675566,7.725354397053122,750624,Tech,Desktop,UK,179.54126745424256
vid_209,2024-07-09 10:50:40.993199,9864,231.0,,41393.190430244205,22.94315330231074,18326,Education,TV,UK,253.72930324823244
vid_1779,2025-01-31 10:50:40.993199,10074,1951.0,245.0,48413.340113611914,5.413229023089258,983718,Gaming,TV,UK,318.4793443145328
vid_497,2025-01-24 10:50:40.993199,9987,1186.0,288.0,17458.078256946468,12.022008397095917,161257,Education,Mobile,CA,159.67708528362493
vid_1247,2025-01-30 10:50:40.993199,9960,644.0,226.0,55934.495401679575,2.595400578884322,766278,Lifestyle,Mobile,IN,330.55368532504156
vid_1360,2024-06-30 10:50:40.993199,10106,390.0,83.0,31098.032550782154,6.8205383814722556,380181,Gaming,TV,AU,207.39863359118016
vid_809,2024-06-28 10:50:40.993199,9899,1289.0,345.0,26501.017965179908,11.554036047069793,988110,Music,TV,AU,204.6018089633159
vid_3283,2024-08-10 10:50:40.993199,9931,815.0,434.0,20688.8103222768,14.615018959196183,587937,Gaming,TV,DE,170.74955060040688
vid_4042,2024-10-24 10:50:40.993199,10022,,461.0,24168.073796959496,2.0237341940758222,110600,Music,Mobile,IN,199.48608123605732
vid_3397,2025-04-18 10:50:40.993199,9837,1760.0,473.0,50608.520811950926,18.290661091228618,511823,Education,Desktop,US,328.22967092629597
vid_3261,2025-04-19 10:50:40.993199,10031,1269.0,114.0,29187.86793228928,3.780136243371211,749228,Tech,Tablet,CA,213.6428054524635
vid_2636,2025-02-16 10:50:40.993199,10037,1419.0,113.0,15222.798500507684,3.0864523235199255,97390,Tech,TV,DE,150.39616520318705
vid_3188,2024-07-04 10:50:40.993199,10150,928.0,334.0,48216.06712934912,28.8114075363873,273654,Lifestyle,Desktop,IN,301.8922966213559
vid_4005,2025-01-31 10:50:40.993199,10188,237.0,508.0,38540.480625452205,11.213305501472455,590230,Entertainment,Mobile,CA,247.58853263161117
vid_3,2024-12-03 10:50:40.993199,10119,1645.0,399.0,55486.69440827745,19.907908106447216,110302,Entertainment,Tablet,UK,349.4489156464215
vid_313,2024-06-10 10:50:40.993199,9874,493.0,467.0,44166.71619192919,9.669047153496813,607707,Lifestyle,Desktop,IN,276.1728382813254
vid_828,2025-02-08 10:50:40.993199,9974,370.0,457.0,32571.23400612419,15.51769685324456,139185,Education,TV,US,219.7406452466148
vid_2948,2025-05-08 10:50:40.993199,9933,463.0,208.0,17554.31418483734,3.1907536994523737,614887,Gaming,Tablet,IN,146.04798788551463
vid_2528,2024-11-26 10:50:40.993199,9910,1443.0,69.0,58916.450565175975,9.602962525343248,288875,Education,Mobile,IN,355.3859798570528
vid_3427,2024-08-07 10:50:40.993199,9789,858.0,204.0,41851.50088512102,28.466408907629,627721,Entertainment,Tablet,US,266.5678996386615
vid_2530,2025-05-19 10:50:40.993199,10015,1127.0,,,10.663700555984079,34461,Education,TV,US,174.20114785987423
vid_1101,2025-02-28 10:50:40.993199,9801,1459.0,115.0,57082.84247811681,29.702402258683286,159702,Tech,Desktop,DE,347.23905211091966
vid_4421,2025-02-07 10:50:40.993199,10058,1162.0,278.0,48478.246857534476,2.605341055425753,209886,Lifestyle,Desktop,IN,305.7083448535856
vid_1342,2024-06-21 10:50:40.993199,10032,1597.0,476.0,45983.904251692526,8.367420347848316,644912,Education,TV,UK,304.6928014240723
vid_4914,2025-03-06 10:50:40.993199,10078,1537.0,309.0,19471.85033939624,2.361512230453058,76346,Music,Desktop,IN,176.038926434237
vid_625,2024-12-15 10:50:40.993199,10061,1040.0,421.0,26196.882471734225,18.07341581583899,616079,Entertainment,Tablet,CA,201.03862305225016
vid_4117,2025-01-13 10:50:40.993199,10103,1908.0,92.0,47377.87426530416,29.57136046429307,561562,Education,TV,AU,310.37998397671316
vid_3191,2025-04-15 10:50:40.993199,9938,1505.0,315.0,36997.41985558561,28.845282743483157,649098,Lifestyle,TV,UK,257.4875230334206
vid_4627,2024-06-11 10:50:40.993199,9854,595.0,386.0,52009.473494322636,15.671467767594912,906557,Music,Desktop,US,313.40452394448073
vid_2304,2024-11-14 10:50:40.993199,9979,1332.0,362.0,18617.83839722605,29.778578736170488,82156,Lifestyle,Tablet,IN,168.88435020426257
vid_1324,2024-07-02 10:50:40.993199,9880,1456.0,200.0,44161.87214788133,19.29636115206507,146781,Gaming,Mobile,US,288.1436604160369
vid_2898,2024-09-18 10:50:40.993199,9935,397.0,328.0,19328.330969332168,28.574514247470365,485083,Lifestyle,Mobile,CA,155.35019112135907
vid_2117,2025-03-11 10:50:40.993199,10061,1938.0,143.0,43792.4161455236,22.978646024107157,482397,Entertainment,TV,UK,294.64955277310537
vid_3602,2024-10-20 10:50:40.993199,10078,1786.0,430.0,48749.499665304866,11.547813660703062,685068,Education,Desktop,UK,320.4287691328468
vid_1391,2024-10-18 10:50:40.993199,10047,1323.0,188.0,56197.200634936155,8.475792090935698,149587,Gaming,Mobile,AU,343.2626155327939
vid_1347,2024-08-21 10:50:40.993199,10052,625.0,302.0,49484.53615598601,8.005839030285404,238906,Music,TV,UK,301.60415757093017
vid_2629,2025-03-25 10:50:40.993199,10097,975.0,293.0,26458.308318840078,7.891605643791356,489951,Education,Desktop,IN,199.14153969261406
vid_3960,2025-02-20 10:50:40.993199,9895,1652.0,,24424.260342553047,18.944159390000294,467661,Entertainment,Desktop,IN,202.5071406612203
vid_4601,2024-07-01 10:50:40.993199,9963,,,36770.384475337865,10.162271059177929,370103,Gaming,Desktop,CA,251.20214989577732
vid_534,2025-05-07 10:50:40.993199,9928,1198.0,383.0,36532.302738051796,8.216890911632685,620392,Music,TV,AU,251.13483065978843
vid_4235,2024-06-18 10:50:40.993199,9883,1523.0,442.0,48884.441205924275,28.342849046557106,35833,Lifestyle,Desktop,US,315.73490377498473
vid_41,2024-11-22 10:50:40.993199,10010,682.0,447.0,58472.07180616396,2.701989170913084,544796,Music,TV,CA,347.22922371769454
vid_2824,2024-10-15 10:50:40.993199,10038,410.0,285.0,45635.17551743419,15.603798867210731,825586,Gaming,Mobile,DE,279.3957982642204
vid_2280,2024-08-20 10:50:40.993199,10106,673.0,288.0,41775.12549795566,29.95092300413484,123894,Gaming,TV,AU,266.12359715933235
vid_2194,2024-10-27 10:50:40.993199,10137,856.0,449.0,43620.36628879158,23.09540457646616,757866,Gaming,Desktop,AU,280.89702207670564
vid_4036,2024-07-16 10:50:40.993199,10185,271.0,240.0,34936.730755252844,23.309978713145792,550439,Music,Mobile,DE,226.56105367422637
vid_3855,2024-07-18 10:50:40.993199,10144,1750.0,,17779.75610876485,16.127412016051544,927562,Education,Desktop,IN,171.96315567557127
vid_2451,2024-07-26 10:50:40.993199,10002,575.0,113.0,29969.375578859435,21.162216977433403,93856,Gaming,TV,IN,205.23093989523764
vid_954,2025-04-05 10:50:40.993199,9754,906.0,414.0,45291.699883862435,12.425747282514736,291739,Music,Desktop,DE,287.03881369712
vid_803,2025-06-01 10:50:40.993199,9862,1505.0,,46482.074336458696,29.498837372852698,583786,Lifestyle,Mobile,IN,298.2494931940364
vid_713,2024-07-27 10:50:40.993199,9998,794.0,356.0,32572.734558536053,26.502965850127556,533457,Lifestyle,Tablet,CA,225.4242838774017
vid_4537,2025-02-27 10:50:40.993199,10250,222.0,221.0,23288.532288030085,17.385297919933414,692941,Tech,Desktop,DE,170.81514199287076
vid_3712,2024-11-30 10:50:40.993199,9937,,380.0,34614.17076087188,21.596074517826814,910756,Education,Mobile,AU,240.57457349462908
vid_4636,2025-03-13 10:50:40.993199,10077,527.0,328.0,48435.87545196078,10.181389681176505,894950,Tech,Mobile,AU,295.5529797271089
vid_4070,2025-02-24 10:50:40.993199,9840,853.0,314.0,25097.271142192312,6.330782188213521,198786,Entertainment,TV,AU,189.6498877728524
vid_1571,2024-07-17 10:50:40.993199,9983,1889.0,264.0,28594.1031406749,2.37052507057926,313713,Lifestyle,Mobile,CA,223.82764255660442
vid_637,2025-02-25 10:50:40.993199,10056,1878.0,177.0,33478.5481486626,19.60670265896363,955634,Music,Desktop,UK,245.55153098641816
vid_1425,2025-02-15 10:50:40.993199,10018,513.0,428.0,50236.643996933635,29.099326231711643,697895,Lifestyle,Desktop,US,305.2134663908237
vid_1684,2024-09-18 10:50:40.993199,9851,1619.0,300.0,25545.721668688107,13.10218299402163,451434,Tech,Desktop,US,204.7463270270658
vid_4090,2025-03-08 10:50:40.993199,9900,1688.0,122.0,51708.26145736069,17.368740009605503,616101,Tech,Desktop,UK,326.472442178347
vid_2991,2025-05-15 10:50:40.993199,10067,1673.0,254.0,47001.5512598897,14.932921130612558,22831,Gaming,Tablet,CA,307.1635448744647
